Sentence #,Word,POS,Tag
,kaq,NNS,O
,pachakwatap,NNS,O
,qallirisqanpis,NNS,O
,wañukurqan,NNS,O
,.,NNS,O
Sentence: 765,José,NNS,B-PER
,de,NNS,I-PER
,San,NNS,I-PER
,Martín,NNS,I-PER
Sentence: 766,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 767,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Florianópolis,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 768,Misk'i,NNS,B-ORG
,sirinka,NNS,I-ORG
,',NNS,O
,(,NNS,O
,Flauto,NNS,O
,dolce,NNS,O
,),NNS,O
,',NNS,O
Sentence: 769,Didier,NNS,B-PER
,Deschamps,NNS,I-PER
,-,NNS,O
,8,NNS,O
,.,NNS,O
Sentence: 770,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 771,*Suqsu,NNS,O
,Panaka,NNS,O
,(,NNS,O
,Wiraqucha,NNS,B-PER
,Inkap,NNS,I-PER
,panakan,NNS,O
,),NNS,O
,.,NNS,O
Sentence: 772,Kunsipsyun]],NNS,O
,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 773,Qhapaq,NNS,B-LOC
,Walla,NNS,I-LOC
,(,NNS,I-LOC
,Buliwya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 774,Tunshu,NNS,B-LOC
,(,NNS,I-LOC
,Hunin,NNS,I-LOC
,),NNS,I-LOC
Sentence: 775,Inkawasimanta]],NNS,O
,rikusqa,NNS,O
,",",NNS,O
,Pullu,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 776,.,NNS,O
,',NNS,O
,AC,NNS,B-ORG
,Milan,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 777,.,NNS,O
,',NNS,O
,14,NNS,O
,',NNS,O
,.,NNS,O
,Manawi,NNS,B-LOC
,marka,NNS,I-LOC
Sentence: 778,Giza,NNS,B-ORG
,hatun,NNS,I-ORG
,chuntu,NNS,I-ORG
Sentence: 779,Juan,NNS,B-PER
,Manuel,NNS,I-PER
,Peña,NNS,I-PER
,Montano,NNS,I-PER
Sentence: 780,Belén,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Ayakuchu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 781,Tawañawi,NNS,B-LOC
,",",NNS,O
,Chuskuñawi,NNS,O
,',NNS,O
,(,NNS,O
,Philander,NNS,O
,),NNS,O
,',NNS,O
Sentence: 782,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,San,NNS,B-ORG
,Francisco,NNS,I-ORG
,de,NNS,I-ORG
,Campeche,NNS,I-ORG
,llaqtam,NNS,O
,.,NNS,O
Sentence: 783,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 784,.,NNS,O
,',NNS,O
,Lothar,NNS,B-PER
,Matthäus,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 785,**,NNS,O
,Sarashima,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Gentianella,NNS,O
,hirculus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 786,Susyalismuman,NNS,B-ORG
,Rikch'arimuy,NNS,I-ORG
,(,NNS,I-ORG
,Buliwya,NNS,I-ORG
,),NNS,I-ORG
Sentence: 787,Plantas,NNS,O
,chilenas,NNS,O
,estudiadas,NNS,O
,por,NNS,O
,Linneo,NNS,B-PER
,.,NNS,O
Sentence: 788,Narciso,NNS,B-LOC
,Campero,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 789,**,NNS,O
,Chururu,NNS,B-LOC
,'Phoenicopterus,NNS,O
,andinus,NNS,O
,',NNS,O
Sentence: 790,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1958,NNS,I-ORG
Sentence: 791,Puka,NNS,B-LOC
,pili,NNS,I-LOC
,'Anas,NNS,O
,cyanoptera,NNS,O
,',NNS,O
Sentence: 792,.,NNS,O
,',NNS,O
,Carlos,NNS,B-PER
,Blanco,NNS,I-PER
,Galindo,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 793,'3,NNS,O
,Fantasiestücke,NNS,O
,',NNS,O
,(,NNS,O
,Robert,NNS,B-PER
,Schumann,NNS,I-PER
,),NNS,O
Sentence: 794,Pawllu,NNS,B-PER
,Inka,NNS,I-PER
,Tupaq,NNS,I-PER
Sentence: 795,.,NNS,O
,',NNS,O
,Buliwyap,NNS,B-ORG
,umalliqnin,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 796,Kaa,NNS,B-ORG
,Iya,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 797,毛澤東,NNS,O
,/,NNS,O
,毛泽东,NNS,O
,Mao,NNS,B-PER
,Zedong,NNS,I-PER
,(,NNS,O
,1893-1976,NNS,O
,),NNS,O
Sentence: 798,Ch'umpi,NNS,B-LOC
,churu,NNS,I-LOC
,k'usillu,NNS,I-LOC
,(,NNS,O
,'Lagothrix,NNS,O
,lagotricha,NNS,O
,',NNS,O
,),NNS,O
Sentence: 799,Wantar,NNS,B-LOC
,Chawin,NNS,I-LOC
,",",NNS,O
,Wari,NNS,B-LOC
,pruwinsya,NNS,I-LOC
Sentence: 800,Toribio,NNS,B-PER
,Rodríguez,NNS,I-PER
,de,NNS,I-PER
,Mendoza,NNS,I-PER
Sentence: 801,pusapuna,NNS,O
,Carl,NNS,B-PER
,Sigismund,NNS,I-PER
,Kunth,NNS,I-PER
Sentence: 802,pusapuna,NNS,O
,Wamanqapi,NNS,B-ORG
,Mama,NNS,I-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Kristuwal,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 803,.,NNS,O
,',NNS,O
,Liyun,NNS,B-PER
,XII,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 804,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 805,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Toluca,NNS,B-LOC
,de,NNS,I-LOC
,Lerdo,NNS,I-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 806,**,NNS,O
,Ichhu,NNS,B-LOC
,(,NNS,O
,'Stipa,NNS,O
,ichu,NNS,O
,',NNS,O
,),NNS,O
Sentence: 807,PUSAPUNA,NNS,O
,Inkamach'ay,NNS,B-LOC
,(,NNS,I-LOC
,Chuqichaka,NNS,I-LOC
,),NNS,I-LOC
Sentence: 808,.,NNS,O
,',NNS,O
,Oscar,NNS,B-PER
,R.,NNS,I-PER
,Benavides,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 809,.,NNS,O
,',NNS,O
,Miguel,NNS,B-PER
,Iglesias,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 810,.,NNS,O
,',NNS,O
,Binidiktu,NNS,B-PER
,IV,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 811,**,NNS,O
,Urqu,NNS,B-LOC
,sach'awaka,NNS,I-LOC
,'Tapirus,NNS,O
,pinchaque,NNS,O
,',NNS,O
Sentence: 812,Taqna,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kantarawi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kantarawi,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 813,Podocarpus,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 814,Qullqaquyllur,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Pleiades,NNS,O
,),NNS,O
,',NNS,O
Sentence: 815,María,NNS,B-PER
,de,NNS,I-PER
,León,NNS,I-PER
,Bello,NNS,I-PER
,y,NNS,I-PER
,Delgado,NNS,I-PER
Sentence: 816,PUSAPUNA,NNS,O
,Yana,NNS,B-ORG
,Chaka-Chemillén,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,wari,NNS,I-ORG
,kancha,NNS,I-ORG
Sentence: 817,PUSAPUNA,NNS,O
,Hisus,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Wanuku,NNS,I-LOC
,),NNS,I-LOC
Sentence: 818,pusapuna,NNS,O
,Wamanqapi,NNS,B-ORG
,Mama,NNS,I-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Kristuwal,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 819,pusapuna,NNS,O
,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Antonio,NNS,I-ORG
,Abad,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 820,.,NNS,O
,',NNS,O
,Romario,NNS,B-PER
,',NNS,O
,.,NNS,O
Sentence: 821,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 822,pusapuna,NNS,O
,Qulcha,NNS,B-LOC
,``,NNS,I-LOC
,K,NNS,I-LOC
,',NNS,I-LOC
,munisipyu,NNS,I-LOC
Sentence: 823,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 824,Nilton,NNS,B-PER
,Santos,NNS,I-PER
,-,NNS,O
,7,NNS,O
,.,NNS,O
Sentence: 825,Wanuku,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Lawriqucha,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kawri,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 826,Putka,NNS,B-LOC
,",",NNS,O
,(,NNS,O
,P,NNS,O
,),NNS,O
Sentence: 827,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 828,Jach'a,NNS,B-LOC
,Waracha,NNS,I-LOC
,5.54,NNS,O
,m,NNS,O
,/,NNS,O
,5.65,NNS,O
,m,NNS,O
Sentence: 829,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 830,María,NNS,B-PER
,Eva,NNS,I-PER
,Duarte,NNS,I-PER
Sentence: 831,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 832,Uchuy,NNS,B-LOC
,sach'a,NNS,I-LOC
,allqu,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Speothos,NNS,O
,venaticus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 833,.,NNS,O
,',NNS,O
,Remigio,NNS,B-PER
,Morales,NNS,I-PER
,Bermúdez,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 834,Wallqa,NNS,B-LOC
,Wallqa,NNS,B-LOC
,(,NNS,O
,6.025,NNS,O
,m,NNS,O
,),NNS,O
Sentence: 835,Atawallpa,NNS,B-PER
,Apu,NNS,I-PER
,Inka,NNS,I-PER
Sentence: 836,Kashapampa,NNS,B-LOC
,(,NNS,I-LOC
,Chimpurasu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 837,.,NNS,O
,',NNS,O
,Davor,NNS,B-PER
,Šuker,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 838,Wankana,NNS,B-LOC
,'Tayassu,NNS,O
,pecari,NNS,O
,',NNS,O
Sentence: 839,.,NNS,O
,',NNS,O
,Gerhard,NNS,B-PER
,Schröder,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 840,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,Pardo,NNS,I-PER
,y,NNS,I-PER
,Barreda,NNS,I-PER
Sentence: 841,.,NNS,O
,',NNS,O
,Liu,NNS,B-PER
,Shaoqi,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 842,Kayampi,NNS,B-ORG
,Kuka,NNS,I-ORG
,kawsaykuska,NNS,I-ORG
,amachasqa,NNS,I-ORG
,allpa,NNS,I-ORG
Sentence: 843,Laurent,NNS,B-PER
,Blanc,NNS,I-PER
,-,NNS,O
,6,NNS,O
,.,NNS,O
Sentence: 844,Mamallaqtapura,NNS,B-ORG
,Qullqi,NNS,I-ORG
,Qullqa,NNS,I-ORG
Sentence: 845,PUSAPUNA,NNS,O
,Amutapi,NNS,B-ORG
,walla,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,wari,NNS,I-ORG
,kancha,NNS,I-ORG
Sentence: 846,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 847,Chaypi,NNS,O
,María,NNS,B-PER
,Elena,NNS,I-PER
,Moyano,NNS,I-PER
,illapayayarqanku,NNS,O
,.,NNS,O
Sentence: 848,Qurani,NNS,B-LOC
,qucha,NNS,I-LOC
,",",NNS,O
,Qulumi,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 849,Ichhu,NNS,B-LOC
,'Stipa,NNS,O
,ichu,NNS,O
,',NNS,O
Sentence: 850,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1958,NNS,I-ORG
Sentence: 851,Pransisku,NNS,B-PER
,Pisaru,NNS,I-PER
,(,NNS,O
,Tawantinsuyuta,NNS,B-ORG
,atiq,NNS,O
,),NNS,O
Sentence: 852,Wik'uñakuna,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 853,茅盾,NNS,O
,Mao,NNS,B-PER
,Dun,NNS,I-PER
,(,NNS,O
,1896-1981,NNS,O
,),NNS,O
Sentence: 854,Yuraq,NNS,B-LOC
,waqar,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Egretta,NNS,O
,thula,NNS,O
,),NNS,O
,',NNS,O
Sentence: 855,茅盾,NNS,O
,Mao,NNS,B-PER
,Dun,NNS,I-PER
,(,NNS,O
,1896-1981,NNS,O
,),NNS,O
Sentence: 856,José,NNS,B-PER
,María,NNS,I-PER
,Achá,NNS,I-PER
,Valiente,NNS,I-PER
Sentence: 857,.,NNS,O
,',NNS,O
,Johan,NNS,B-PER
,Cruyff,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 858,Sami,NNS,B-PER
,Khedira,NNS,I-PER
,-,NNS,O
,7,NNS,O
,.,NNS,O
Sentence: 859,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 860,Millma,NNS,B-LOC
,q'arachupa,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Caluromys,NNS,O
,),NNS,O
,',NNS,O
Sentence: 861,Mauro,NNS,B-PER
,Ramos,NNS,I-PER
,-,NNS,O
,4,NNS,O
,.,NNS,O
Sentence: 862,Kamasqa,NNS,O
,",",NNS,O
,Manuel,NNS,B-PER
,Prado,NNS,I-PER
,Umalliqmi,NNS,O
,.,NNS,O
Sentence: 863,.,NNS,O
,',NNS,O
,Huwan,NNS,B-PER
,XV,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 864,Puna,NNS,B-LOC
,yuthu,NNS,I-LOC
,'Tinamotis,NNS,O
,pentlandii,NNS,O
,',NNS,O
Sentence: 865,Uchpa,NNS,B-ORG
,kusituy,NNS,I-ORG
Sentence: 866,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 867,Alikarnassospi,NNS,B-ORG
,Maussollospa,NNS,I-ORG
,aya,NNS,I-ORG
,wasin,NNS,I-ORG
,',NNS,O
,(,NNS,O
,Mawsuliyu,NNS,O
,),NNS,O
,',NNS,O
Sentence: 868,[[Wampurushu,NNS,O
,'Leopardus,NNS,O
,wiedii,NNS,O
,',NNS,O
,",",NNS,O
,huk,NNS,O
,Amboró,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parkipi,NNS,I-ORG
,kawsaq,NNS,O
,uywam]],NNS,O
Sentence: 869,.,NNS,O
,',NNS,O
,Gerd,NNS,B-PER
,Müller,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 870,Mamallaqtapura,NNS,B-ORG
,Qullqi,NNS,I-ORG
,Qullqa,NNS,I-ORG
Sentence: 871,Jututu,NNS,B-LOC
,'Pheonicoparrus,NNS,O
,jamesi,NNS,O
,',NNS,O
Sentence: 872,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,de,NNS,I-PER
,Vivanco,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 873,Kimsa,NNS,B-ORG
,Krus,NNS,I-ORG
,walla,NNS,I-ORG
,",",NNS,O
,Antikuna,NNS,B-LOC
Sentence: 874,PUSAPUNA,NNS,O
,Umar,NNS,B-PER
,Siiwuri,NNS,I-PER
,(,NNS,I-PER
,Sívori,NNS,I-PER
,),NNS,I-PER
Sentence: 875,.,NNS,O
,',NNS,O
,FC,NNS,B-ORG
,Barcelona,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 876,Nurwiga,NNS,B-LOC
,Uma,NNS,B-PER
,kamayuq,NNS,I-PER
,",",NNS,O
,watamanta,NNS,O
,watakama,NNS,O
,.,NNS,O
Sentence: 877,Isiboro,NNS,B-ORG
,Secure,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 878,.,NNS,O
,',NNS,O
,Kevin,NNS,B-PER
,Keegan,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 879,.,NNS,O
,',NNS,O
,Liyun,NNS,B-PER
,X,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 880,.,NNS,O
,',NNS,O
,Oscar,NNS,B-PER
,R.,NNS,I-PER
,Benavides,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 881,',NNS,O
,Bayern,NNS,B-ORG
,München,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 882,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,de,NNS,I-PER
,la,NNS,I-PER
,Mar,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 883,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1934,NNS,I-ORG
Sentence: 884,PUSAPUNA,NNS,O
,Santa,NNS,B-LOC
,Krus,NNS,I-LOC
,Chuka,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 885,.,NNS,O
,',NNS,O
,Lizardo,NNS,B-PER
,Montero,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 886,.,NNS,O
,',NNS,O
,George,NNS,B-PER
,Best,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 887,.,NNS,O
,',NNS,O
,Andrés,NNS,B-PER
,de,NNS,I-PER
,Santa,NNS,I-PER
,Cruz,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 888,Johann,NNS,B-PER
,Jakob,NNS,I-PER
,von,NNS,I-PER
,Tschudi,NNS,I-PER
Sentence: 889,.,NNS,O
,',NNS,O
,Martin,NNS,B-PER
,Van,NNS,I-PER
,Buren,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 890,Pachakutik,NNS,B-ORG
,rikcharimuypim,NNS,O
,wankurisqa,NNS,O
,karqan,NNS,O
,.,NNS,O
Sentence: 891,Lumu,NNS,B-LOC
,khuchi,NNS,I-LOC
,'Pecari,NNS,O
,tajacu,NNS,O
,',NNS,O
Sentence: 892,Víctor,NNS,B-PER
,Andrés,NNS,I-PER
,Belaúnde,NNS,I-PER
,",",NNS,O
,(,NNS,O
,1883-1966,NNS,O
,),NNS,O
Sentence: 893,Eloy,NNS,B-PER
,Alfaro,NNS,I-PER
,',NNS,O
,9-X-1906,NNS,O
,awkakkuna,NNS,O
,pushak1-I-1907,NNS,O
,punchakama,NNS,O
,interim,NNS,O
,nishka,NNS,O
,',NNS,O
Sentence: 894,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 895,Mamallaqtapura,NNS,B-ORG
,Qullqi,NNS,I-ORG
,Qullqa,NNS,I-ORG
Sentence: 896,José,NNS,B-PER
,Faustino,NNS,I-PER
,Sánchez,NNS,I-PER
,Carrión,NNS,I-PER
Sentence: 897,Bartolomé,NNS,B-PER
,de,NNS,I-PER
,Las,NNS,I-PER
,Casas,NNS,I-PER
Sentence: 898,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Topeka,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 899,REDIRECCIÓN,NNS,O
,Takupaya,NNS,B-LOC
,(,NNS,I-LOC
,Chuqichaka,NNS,I-LOC
,),NNS,I-LOC
Sentence: 900,Pastilkuna,NNS,B-ORG
,',NNS,O
,(,NNS,O
,Pasteles,NNS,O
,),NNS,O
,',NNS,O
Sentence: 901,Chakamarka,NNS,B-ORG
,willkachasqa,NNS,I-ORG
,ñawpa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 902,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,Pardo,NNS,I-PER
,y,NNS,I-PER
,Barreda,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 903,Kunturwasi,NNS,B-LOC
,qhapana,NNS,I-LOC
,(,NNS,O
,San,NNS,B-LOC
,Pablo,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,),NNS,O
Sentence: 904,José,NNS,B-PER
,de,NNS,I-PER
,la,NNS,I-PER
,Riva,NNS,I-PER
,Agüero,NNS,I-PER
Sentence: 905,.,NNS,O
,',NNS,O
,Huwan,NNS,B-PER
,III,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 906,puchunkuna,NNS,O
,(,NNS,O
,Qanchi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,),NNS,O
Sentence: 907,.,NNS,O
,',NNS,O
,Melbourne,NNS,B-LOC
,',NNS,O
,.,NNS,O
Sentence: 908,pusapuna,NNS,O
,Puka,NNS,B-LOC
,urqu,NNS,I-LOC
,q'acha-q'acha,NNS,I-LOC
Sentence: 909,José,NNS,B-PER
,Pardo,NNS,I-PER
,y,NNS,I-PER
,Barreda,NNS,I-PER
Sentence: 910,.,NNS,O
,',NNS,O
,Dag,NNS,B-PER
,Hammarskjöld,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 911,Puna,NNS,B-LOC
,qiwlla,NNS,I-LOC
,'Larus,NNS,O
,serranus,NNS,O
,',NNS,O
Sentence: 912,.,NNS,O
,',NNS,O
,Zhou,NNS,B-PER
,Enlai,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 913,Tapyapillan,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Cyclopes,NNS,O
,didactylus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 914,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1986,NNS,I-ORG
Sentence: 915,pusapuna,NNS,O
,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Antonio,NNS,I-ORG
,Abad,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 916,PUSAPUNA,NNS,O
,Chankay,NNS,B-LOC
,(,NNS,I-LOC
,Lima,NNS,I-LOC
,),NNS,I-LOC
Sentence: 917,.,NNS,O
,',NNS,O
,Antonio,NNS,B-PER
,Arenas,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 918,Günter,NNS,B-PER
,Netzer,NNS,I-PER
,-,NNS,O
,11,NNS,O
,.,NNS,O
Sentence: 919,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 920,Lan,NNS,B-LOC
,wiqi,NNS,I-LOC
,(,NNS,O
,'Croton,NNS,O
,lechleri,NNS,O
,',NNS,O
,),NNS,O
Sentence: 921,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 922,Qun,NNS,B-PER
,Tiksi,NNS,I-PER
,Wiraqucha,NNS,I-PER
Sentence: 923,Sama,NNS,B-ORG
,walla,NNS,I-ORG
,kawsay,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 924,Hernán,NNS,B-PER
,Siles,NNS,I-PER
,Zuazo,NNS,I-PER
,(,NNS,O
,1982-1985,NNS,O
,),NNS,O
Sentence: 925,Nataniel,NNS,B-PER
,Aguirre,NNS,I-PER
,(,NNS,O
,1843-1888,NNS,O
,),NNS,O
Sentence: 926,Nurwiga,NNS,B-LOC
,Uma,NNS,B-PER
,kamayuq,NNS,I-PER
,",",NNS,O
,watamanta,NNS,O
,watakama,NNS,O
,.,NNS,O
Sentence: 927,.,NNS,O
,',NNS,O
,Miguel,NNS,B-PER
,Iglesias,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 928,pusapuna,NNS,O
,Qhapaq,NNS,B-LOC
,Walla,NNS,I-LOC
,(,NNS,I-LOC
,Buliwya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 929,.,NNS,O
,',NNS,O
,Michel,NNS,B-PER
,Platini,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 930,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 931,Pukañawi,NNS,B-PER
,paña,NNS,I-PER
,',NNS,O
,(,NNS,O
,Serrasalmus,NNS,O
,rhombeus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 932,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 933,Upanu,NNS,B-LOC
,mayu,NNS,I-LOC
,(,NNS,O
,'Rìo,NNS,O
,Upano,NNS,O
,',NNS,O
,),NNS,O
Sentence: 934,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 935,Hik'i,NNS,B-ORG
,',NNS,O
,(,NNS,O
,singultus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 936,Wankawillka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Chuqlluqucha,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
